Symbol,ShortName,Sector,Industry,MarketCap,AveragePrice,PE_Ratio,DividendYield,Beta,Revenue,ProfitMargins,EBITDA,ForwardEps,TrailingEps,SharesOutstanding
RELIANCE.NS,RELIANCE INDS,Energy,Oil & Gas Refining & Marketing,13529199337640.268,1999.5534984996018,inf,0.0031,0.599,9010640060416,0.07727,0,71.85,102.84,6766110208
RELIANCE.BO,RELIANCE INDUSTRIES LTD.,Energy,Oil & Gas Refining & Marketing,14436502426032.357,2133.648726111964,inf,0.0031,0.599,9010640060416,0.07727,0,0.0,102.86,6766110208
TCS.NS,TATA CONSULTANCY S,Technology,Information Technology Services,10481220922452.758,2896.8933798780718,inf,0.013200001,0.52,2408930082816,0.19057,0,157.27,125.78,3618089984
TCS.BO,TATA CONSULTANCY SERVICES LTD.,Technology,Information Technology Services,10654281448206.475,2944.725392492194,inf,0.013200001,0.52,2408930082816,0.19057,0,0.0,125.79,3618089984
HDFCBANK.NS,HDFC BANK,Financial Services,Banks - Regional,10457126322839.281,1376.4991698033602,inf,0.0127,0.768,2288379494400,0.27995002,0,96.36,88.71,7596899840
INFY.NS,INFOSYS LTD,Technology,Information Technology Services,5088628487867.81,1229.1521369909392,inf,0.0139,0.542,18562000896,0.17062001,0,70.67,63.27,4139950080
HDFCBANK.BO,HDFC BANK LTD.,Financial Services,Banks - Regional,10522056885293.033,1385.046151311774,inf,0.0128,0.768,2288379494400,0.27995002,0,0.0,88.67,7596899840
HINDUNILVR.NS,HINDUSTAN UNILEVER,Consumer Defensive,Household & Personal Products,5266364442418.488,2241.397182723851,inf,0.0189,0.068,618959994880,0.16604,0,0.0,43.63,2349590016
ICICIBANK.NS,ICICI BANK,Financial Services,Banks - Regional,4791811491905.564,682.1423598601209,inf,0.0069,0.814,1582171553792,0.27972,0,37.94,59.52,7024650240
HINDUNILVR.BO,HINDUSTAN UNILEVER LTD.,Consumer Defensive,Household & Personal Products,5361036820159.16,2281.690330505371,inf,0.0216,0.068,618959994880,0.16604,0,33.81,43.65,2349590016
INFY.BO,INFOSYS LTD.,Technology,Information Technology Services,5208130397523.738,1258.0176806198924,inf,0.0139,0.542,18562000896,0.17062001,0,0.0,63.28,4139950080
HDFC.NS,HOUSING DEVEL FIN,,,5058106803712.0,2732.0,inf,0.0,0.719,1143588257792,0.22875999,0,110.9,142.59,1851430016
BAJFINANCE.NS,BAJAJ FINANCE LTD,Financial Services,Credit Services,3451222106405.238,5584.4294999502235,inf,0.0053,0.942,316271198208,0.45692003,0,0.0,236.2,618008000
SBIN.NS,STATE BK OF INDIA,Financial Services,Banks - Regional,3796627183351.5107,425.41101300137717,inf,0.0137,0.808,2960213147648,0.21551001,0,72.3,71.49,8924609536
BHARTIARTL.NS,BHARTI AIRTEL LTD,Communication Services,Telecom Services,3729079592533.266,658.1898059042526,inf,0.003,0.203,1483922997248,0.05661,0,0.0,14.52,5665659904
WIPRO.NS,WIPRO LTD,Technology,Information Technology Services,2093709079072.109,401.13443504259425,inf,0.0022,0.699,897603010560,0.123050004,0,25.58,21.43,5219469824
KOTAKBANK.NS,KOTAK MAHINDRA BAN,Financial Services,Banks - Regional,3405689502955.0205,1713.1838295945843,inf,0.00090000004,0.467,646986137600,0.26959,0,0.0,87.6,1987929984
HDFC.BO,HOUSING DEVELOPMENT FINANCE CO,,,4289499690805.0063,2316.8575931767796,inf,0.0,0.719,1143588257792,0.22875999,0,76.8,142.57,1851430016
HCLTECH.NS,HCL TECHNOLOGIES,Technology,Information Technology Services,2427780731429.489,896.5249934767443,inf,0.0375,0.608,13269999616,0.14288001,0,70.05,57.85,2707990016
ASIANPAINT.NS,ASIAN PAINTS LTD,Basic Materials,Specialty Chemicals,2470509358166.1313,2576.5552608156668,inf,0.0092,0.292,354908110848,0.15321,0,28.24,56.79,958841984
DMART.NS,AVENUE SUPERMARTS,Consumer Defensive,Discount Stores,2083699662912.878,3202.0808665451495,inf,0.0,0.192,486563905536,0.05,0,52.27,37.22,650732992
ICICIBANK.BO,ICICI BANK LTD.,Financial Services,Banks - Regional,4773707290139.211,679.5651209730851,inf,0.0069,0.814,1582171553792,0.27972,0,0.0,59.45,7024650240
BAJAJFINSV.NS,BAJAJ FINSERV LTD,Financial Services,Financial Conglomerates,1945606952161.0176,1222.0381830703093,inf,0.00059999997,1.006,1091211493376,0.07467,0,49.41,48.35,1592099968
KOTAKBANK.BO,KOTAK MAHINDRA BANK LTD.,Financial Services,Banks - Regional,3403639564236.7236,1712.1526369797557,inf,0.00090000004,0.467,646986137600,0.26959,0,35.22,87.59,1987929984
ITC.NS,ITC LTD,Consumer Defensive,Tobacco,3328494978496.2944,266.60592051385674,inf,0.028499998,0.274,705931902976,0.29059,0,17.82,16.43,12484700160
LT.NS,LARSEN & TOUBRO,Industrials,Engineering & Construction,2454868284983.6807,1785.787404032587,inf,0.0066000004,0.674,2161507434496,0.058520004,0,109.17,91.22,1374669952
MARUTI.NS,MARUTI SUZUKI IND,Consumer Cyclical,Auto Manufacturers,2453320056672.1094,7803.106186159992,inf,0.0099,0.569,1418582032384,0.09508,0,528.1,397.19,314403008
BHARTIARTL.BO,BHARTI AIRTEL LTD.,Communication Services,Telecom Services,3739524226423.843,660.0333041140908,inf,0.003,0.203,1483922997248,0.05661,0,-2.4,14.53,5665659904
HCLTECH.BO,HCL TECHNOLOGIES LTD.,Technology,Information Technology Services,2539709331446.8296,937.8577160333332,inf,0.0375,0.608,13269999616,0.14288001,0,0.0,57.84,2707990016
TITAN.NS,TITAN COMPANY LTD,Consumer Cyclical,Luxury Goods,1821435176283.972,2053.3346524037975,inf,0.0028,0.465,489499983872,0.07058,0,50.69,38.93,887062016
AXISBANK.NS,AXIS BANK,Financial Services,Banks - Regional,2342665121531.1167,758.8193966269879,inf,0.00090000004,0.881,724205502464,0.36435002,0,0.0,84.97,3087249920
ADANIGREEN.NS,ADANI GREEN ENERGY,Utilities,Utilities - Renewable,1704707979408.7803,1076.1841827904907,inf,0.0,1.097,93110001664,0.15659,0,0.0,8.49,1584029952
ULTRACEMCO.NS,ULTRATECH CEMENT,Basic Materials,Building Materials,1812509134361.0457,6289.39460650694,inf,0.0038,0.476,709081432064,0.09879,0,137.04,222.21,288184992
MARUTI.BO,MARUTI SUZUKI INDIA LTD.,Consumer Cyclical,Auto Manufacturers,2486697870248.9497,7909.268699645996,inf,0.0098,0.569,1418582032384,0.09508,0,384.75,397.38,314403008
ITC.BO,ITC LTD.,Consumer Defensive,Tobacco,3501582780468.707,280.4699140222449,inf,0.028499998,0.274,705931902976,0.29059,0,0.0,16.43,12484700160
ASIANPAINT.BO,ASIAN PAINTS LTD.,Basic Materials,Specialty Chemicals,2479545580296.9844,2585.9793601788974,inf,0.0092,0.292,354908110848,0.15321,0,0.0,56.79,958841984
SUNPHARMA.NS,SUN PHARMACEUTICAL,Healthcare,Drug Manufacturers - Specialty & Generic,1843363460493.5479,768.2825720580264,inf,0.0082,0.53,474446200832,0.18772,0,32.68,37.13,2399330048
ONGC.NS,OIL & NATURAL GAS,Energy,Oil & Gas Integrated,1539980486321.5903,122.41206598744809,inf,0.050300002,0.708,5878298705920,0.07135,0,35.47,33.33,12580299776
ATGL.NS,ADANI TOTAL GAS LIMITED,Utilities,Utilities - Regulated Gas,1207623523310.138,1098.029178316925,inf,0.00029999999,1.335,44227801088,0.13508001,0,0.0,5.42,1099810048
BAJFINANCE.BO,BAJAJ FINANCE LIMITED,Financial Services,Credit Services,3447983504549.4233,5579.189111709595,inf,0.0053,0.942,316271198208,0.45692003,0,84.46,236.23,618008000
WIPRO.BO,WIPRO LTD.,Technology,Information Technology Services,2107746370490.8135,403.8238444830242,inf,0.0022,0.699,897603010560,0.123050004,0,21.74,21.43,5219469824
NESTLEIND.NS,NESTLE INDIA,Consumer Defensive,Packaged Foods,1728794628561.144,1793.0634148853883,inf,0.0117999995,0.043,195633594368,0.16338,0,0.0,30.87,964156992
ADANIENT.NS,ADANI ENTERPRISES,Energy,Thermal Coal,1748490546883.148,1533.7636376167964,inf,0.0004,0.85,1076382072832,0.03263,0,0.0,30.81,1140000000
SBIN.BO,STATE BANK OF INDIA,Financial Services,Banks - Regional,3816968145130.188,427.690212074079,inf,0.0137,0.808,2960213147648,0.21551001,0,0.0,71.46,8924609536
TATAMOTORS.NS,TATA MOTORS LTD.,Consumer Cyclical,Auto Manufacturers,1244248587825.36,374.3519721046621,inf,0.002,1.818,4238738194432,0.04577,0,0.0,50.73,3323739904
TATAMTRDVR.NS,TATA MOTORS LTD.,Consumer Cyclical,Auto Manufacturers,102954173759.28241,202.46522073529684,inf,0.0031,1.818,4238738194432,0.04577,0,42.74,50.66,508503008
TECHM.NS,TECH MAHINDRA,Technology,Information Technology Services,946920410852.4523,969.408771033426,inf,0.0559,0.57,519954989056,0.04535,0,65.51,26.54,976801984
JSWSTEEL.NS,JSW STEEL LTD,Basic Materials,Steel,1295983559828.544,531.903786927751,inf,0.0038,1.09,1756990013440,0.06361,0,0.0,46.04,2436499968
AXISBANK.BO,AXIS BANK LTD.,Financial Services,Banks - Regional,2337939169358.067,757.2885998675698,inf,0.00090000004,0.881,724205502464,0.36435002,0,39.19,84.99,3087249920
NESTLEIND.BO,NESTLE INDIA LTD.,Consumer Defensive,Packaged Foods,1618014874966.71,1678.1653697396098,inf,0.0117999995,0.043,195633594368,0.16338,0,204.65,30.88,964156992
ADANIPORTS.NS,ADANI PORT SPECIAL,Industrials,Marine Shipping,1398512902700.3123,647.4177053260186,inf,0.0038,0.56,256109101056,0.2823,0,33.42,33.46,2160140032
TATASTEEL.NS,TATA STEEL LTD,Basic Materials,Steel,1065056993726.5876,85.31717795461513,inf,0.0215,1.326,2334449991680,-0.01432,0,0.0,-2.75,12483500032
POWERGRID.NS,POWER GRID CORP,Utilities,Utilities - Regulated Electric,1221713984011.0488,131.3586230169994,inf,0.041100003,0.369,461287096320,0.34094003,0,21.27,17.36,9300599808
HINDZINC.NS,HINDUSTAN ZINC,Basic Materials,Other Industrial Metals & Mining,917741693160.0758,217.20052139504443,inf,0.122600004,0.736,280819990528,0.27629998,0,0.0,18.37,4225319936
HDFCLIFE.NS,HDFC LIFE INSURANC,Financial Services,Insurance - Life,1271998487939.927,591.5171539899214,inf,0.0034999999,0.754,1018726776832,0.01545,0,6.3,7.3,2150400000
PIDILITIND.NS,PIDILITE INDUSTRIE,Basic Materials,Specialty Chemicals,1043570709693.7078,2051.8133302954025,inf,0.0036000002,0.243,121703899136,0.14064999,0,20.25,33.53,508608992
DMART.BO,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,2079050274431.2466,3194.936018291273,inf,0.0,0.192,486563905536,0.05,0,52.39,37.21,650732992
LT.BO,LARSEN & TOUBRO LTD.,Industrials,Engineering & Construction,2474023981838.98,1799.7221647563733,inf,0.0066000004,0.674,2161507434496,0.058520004,0,71.47,91.21,1374669952
ULTRACEMCO.BO,ULTRATECH CEMENT LTD.,Basic Materials,Building Materials,1809762799213.2917,6279.864841862729,inf,0.0038,0.476,709081432064,0.09879,0,0.0,222.16,288184992
NTPC.NS,NTPC LTD,Utilities,Utilities - Regulated Electric,1360056303105.9646,140.2601455700822,inf,0.0248,0.456,1751317348352,0.11137,0,22.53,18.55,9696669696
VEDL.NS,VEDANTA LIMITED,Basic Materials,Other Industrial Metals & Mining,612127494361.7294,164.77852038503852,inf,0.1083,1.407,1417929949184,0.0299,0,42.2,12.6,3714850048
SBILIFE.NS,SBI LIFE INSURANCE,Financial Services,Insurance - Life,1065540907105.4387,1063.9768441209515,inf,0.0019,0.595,1319990591488,0.01435,0,25.02,18.92,1001470016
DIVISLAB.NS,DIVI'S LABORATORIE,Healthcare,Drug Manufacturers - Specialty & Generic,871521532621.2501,3282.950396787773,inf,0.0075,0.381,74926096384,0.18462999,0,56.3,52.26,265468992
GRASIM.NS,GRASIM INDUSTRIES,Basic Materials,Building Materials,884527581186.307,1347.6297380762194,inf,0.0042,0.544,1267134889984,0.04438,0,23.11,85.2,656358016
SUNPHARMA.BO,SUN PHARMACEUTICAL INDUSTRIES,Healthcare,Drug Manufacturers - Specialty & Generic,1854876154484.2046,773.0808673155935,inf,0.0082,0.53,474446200832,0.18772,0,0.0,37.14,2399330048
HDFCLIFE.BO,HDFC LIFE INSURANCE COMPANY LI,Financial Services,Insurance - Life,1274524895769.9424,592.6920088215878,inf,0.0034999999,0.754,1018726776832,0.01545,0,6.54,7.3,2150400000
IOC.NS,INDIAN OIL CORP,Energy,Oil & Gas Refining & Marketing,998810977055.6276,70.73131208512389,inf,0.045300003,0.771,7815743668224,0.059970003,0,16.59,34.02,14121199616
TITAN.BO,TITAN COMPANY LIMITED,Consumer Cyclical,Luxury Goods,1820638218031.3882,2052.4362278988488,inf,0.0028,0.465,489499983872,0.07058,0,20.92,38.94,887062016
HINDALCO.NS,HINDALCO INDS,Basic Materials,Aluminum,788630039759.2054,352.5485835461169,inf,0.0046,1.405,2158250033152,0.043520004,0,0.0,42.19,2236940032
DABUR.NS,DABUR INDIA LTD,Consumer Defensive,Household & Personal Products,908927487510.8411,512.9272027370613,inf,0.0109,0.243,122671702016,0.14624,0,12.28,10.08,1772039936
M&M.NS,MAHINDRA &MAHINDRA,Consumer Cyclical,Auto Manufacturers,1139960040185.2239,951.5764121885825,inf,0.007900001,1.012,1380797644800,0.08076,0,0.0,0.0,1197970048
ZOMATO.NS,Zomato Limited,Consumer Cyclical,Internet Retail,834108225601.9506,96.09254395334344,inf,0.0,0.218,106083999744,-0.00116,0,1.56,-0.02,8680259584
HINDZINC.BO,HINDUSTAN ZINC LTD.,Basic Materials,Other Industrial Metals & Mining,1081422127759.1752,255.93851924569984,inf,0.122600004,0.736,280819990528,0.27629998,0,24.16,18.36,4225319936
DLF.NS,DLF LIMITED,Real Estate,Real Estate - Development,854355437622.1946,345.1508740360297,inf,0.0045,0.622,57482231808,0.41341,0,13.82,9.57,2475310080
BAJAJ-AUTO.NS,BAJAJ AUTO LTD,Consumer Cyclical,Auto Manufacturers,1036929606486.1467,3714.1973153024815,inf,0.0091,0.909,463064498176,0.16645999,0,171.22,272.44,279180000
GODREJCP.NS,GODREJ CONSUMER PR,Consumer Defensive,Household & Personal Products,854617701149.511,835.5504662473611,inf,0.0164,0.334,139106598912,0.1283,0,22.07,17.42,1022819968
SHREECEM.NS,SHREE CEMENT LTD,Basic Materials,Building Materials,853623937846.9037,23658.741040137906,inf,0.0041,0.352,201883598848,0.11128,0,862.94,622.94,36080700
COALINDIA.NS,COAL INDIA LTD,Energy,Thermal Coal,1045236986002.3945,169.6061629693485,inf,0.0656,0.295,1418476388352,0.20708,0,25.43,47.68,6162729984
BAJAJFINSV.BO,BAJAJ FINSERV LTD.,Financial Services,Financial Conglomerates,1938743292012.0415,1217.7271094650519,inf,0.00059999997,1.006,1091211493376,0.07467,0,24.72,48.34,1592099968
DABUR.BO,DABUR INDIA LTD.,Consumer Defensive,Household & Personal Products,916220517037.798,517.0428151331449,inf,0.0109,0.243,122671702016,0.14624,0,0.0,10.08,1772039936
BRITANNIA.NS,BRITANNIA INDS,Consumer Defensive,Packaged Foods,876955375216.3473,3640.813122608015,inf,0.027,0.482,166640893952,0.12963,0,81.37,89.76,240868000
BAJAJ-AUTO.BO,BAJAJ AUTO LTD.,Consumer Cyclical,Auto Manufacturers,1072162745075.9486,3840.399545368395,inf,0.0091,0.909,463064498176,0.16645999,0,0.0,272.43,279180000
POWERGRID.BO,POWER GRID CORPORATION OF INDI,Utilities,Utilities - Regulated Electric,1283896902860.899,138.04452716657508,inf,0.041100003,0.369,461287096320,0.34094003,0,20.56,17.36,9300599808
SBICARD.NS,SBI CARDS & PAYMEN,Financial Services,Credit Services,794097495734.6066,835.0385963970487,inf,0.0034999999,0.316,110857797632,0.2172,0,41.64,25.34,950971008
ONGC.BO,OIL AND NATURAL GAS CORPORATIO,Energy,Oil & Gas Integrated,1665494597706.2344,132.38910259384858,inf,0.050300002,0.708,5878298705920,0.07135,0,0.0,33.32,12580299776
BPCL.NS,BHARAT PETROL CORP,Energy,Oil & Gas Refining & Marketing,754960632942.0995,348.0284043963287,inf,0.0404,1.0,4496437018624,0.06436,0,65.28,135.89,2169250048
HAVELLS.NS,HAVELLS INDIA,Industrials,Electrical Equipment & Parts,652060933253.2625,1040.4956332456718,inf,0.0046,0.614,180072005632,0.06565,0,25.31,18.91,626683008
NTPC.BO,NTPC LTD.,Utilities,Utilities - Regulated Electric,1414544142634.7195,145.87937786704614,inf,0.0248,0.456,1751317348352,0.11137,0,0.0,18.55,9696669696
ICICIPRULI.NS,ICICI PRUDENTIAL L,Financial Services,Insurance - Life,716085132105.2274,497.00178375861907,inf,0.0011,0.682,899315924992,0.009459999,0,0.0,5.88,1440809984
BRITANNIA.BO,BRITANNIA INDUSTRIES LTD.,Consumer Defensive,Packaged Foods,893499152953.9707,3709.497122714394,inf,0.0271,0.482,166640893952,0.12963,0,119.39,89.78,240868000
DRREDDY.BO,DR.REDDYS LABORATORIES LTD.,Healthcare,Drug Manufacturers - Specialty & Generic,732270199269.2487,4397.279732352809,inf,0.0064,0.338,271302000640,0.19243,0,129.95,313.42,166528000
TECHM.BO,TECH MAHINDRA LTD.,Technology,Information Technology Services,932134801934.7885,954.2720195117749,inf,0.0559,0.57,519954989056,0.04535,0,0.0,26.55,976801984
DIVISLAB.BO,DIVIS LABORATORIES LTD.,Healthcare,Drug Manufacturers - Specialty & Generic,872584670180.3743,3286.9551490984463,inf,0.0075,0.381,74926096384,0.18462999,0,0.0,52.25,265468992
PAYTM.NS,One 97 Communications Ltd,Technology,Software - Infrastructure,464687847031.2345,730.9802966591539,inf,0.0,-0.956,100451999744,-0.1031,0,-6.78,-16.02,635705024
SIEMENS.NS,SIEMENS INDIA LTD,Industrials,Specialty Industrial Machinery,838307212089.816,2354.0020557391217,inf,0.0017,0.559,203638996992,0.09839,0,75.22,56.03,356120000
AMBUJACEM.NS,AMBUJA CEMENTS LTD,Basic Materials,Building Materials,830852972045.4929,337.3173110616246,inf,0.004,0.12,322316304384,0.09824,0,0.0,9.0,2463119872
DRREDDY.NS,DR REDDYS LABS,Healthcare,Drug Manufacturers - Specialty & Generic,728792437438.9159,4376.395785927387,inf,0.0064,0.338,271302000640,0.19243,0,334.32,313.6,166528000
M&M.BO,MAHINDRA & MAHINDRA LTD.,Consumer Cyclical,Auto Manufacturers,1145979023478.2463,956.6007308708994,inf,0.007900001,1.012,1380797644800,0.08076,0,0.0,0.0,1197970048
INDIGO.NS,INTERGLOBE AVIATIO,Industrials,Airlines,722134545537.0526,1870.9166316554,inf,0.0,0.57,652396789760,0.11031,0,193.94,186.57,385979008
EICHERMOT.NS,EICHER MOTORS,Consumer Cyclical,Auto Manufacturers,733430942580.4022,2678.6516720669943,inf,0.0081,0.586,159662997504,0.24025999,0,0.0,139.9,273806016
SBILIFE.BO,SBI Life Insurance Company Lim,Financial Services,Insurance - Life,1064783479087.434,1063.2205278998927,inf,0.0019,0.595,1319990591488,0.01435,0,0.0,18.93,1001470016
BERGEPAINT.NS,BERGER PAINTS IND,Basic Materials,Specialty Chemicals,600644155061.3385,515.2206107698212,inf,0.0053,0.334,111223898112,0.10172,0,0.0,9.73,1165799936
PIDILITIND.BO,PIDILITE INDUSTRIES LTD.,Basic Materials,Specialty Chemicals,1042011183928.4374,2048.7470735248767,inf,0.0036000002,0.243,121703899136,0.14064999,0,19.3,33.53,508608992
BPCL.BO,BHARAT PETROLEUM CORPORATION L,Energy,Oil & Gas Refining & Marketing,815368212037.719,375.8756224481683,inf,0.0404,1.0,4496437018624,0.06436,0,0.0,135.93,2169250048
SRF.NS,SRF LIMITED,Basic Materials,Specialty Chemicals,492641624660.82336,1661.9436213422362,inf,0.0027,0.538,133468700672,0.11058,0,64.68,49.83,296424992
JSWSTEEL.BO,JSW STEEL LTD.,Basic Materials,Steel,1313578229150.8826,539.1250754783028,inf,0.0038,1.09,1756990013440,0.06361,0,31.33,46.05,2436499968
SHREECEM.BO,SHREE CEMENT LTD.,Basic Materials,Building Materials,856871587959.5675,23748.751769216437,inf,0.0041,0.352,201883598848,0.11128,0,745.2,623.54,36080700
ADANIPORTS.BO,ADANI PORTS AND SPECIAL ECONOM,Industrials,Marine Shipping,1407451869770.9814,651.5558477326443,inf,0.0038,0.56,256109101056,0.2823,0,0.0,33.45,2160140032
CIPLA.NS,CIPLA LTD,Healthcare,Drug Manufacturers - General,705333206988.6384,873.5912409662043,inf,0.006,0.368,251162804224,0.14764,0,55.25,45.9,807395008
IOC.BO,INDIAN OIL CORPORATION LTD.,Energy,Oil & Gas Refining & Marketing,1098795736108.4292,77.8117841251561,inf,0.0452,0.771,7815743668224,0.059970003,0,20.85,34.03,14121199616
TATAPOWER.NS,TATA POWER CO LTD,Utilities,Utilities - Independent Power Producers,514887455905.3371,161.13698409213217,inf,0.0045,0.803,580560814080,0.06164,0,0.0,18.41,3195340032
COALINDIA.BO,COAL INDIA LTD.,Energy,Thermal Coal,1176045877450.5918,190.8319657852775,inf,0.0656,0.295,1418476388352,0.20708,0,0.0,47.68,6162729984
NAUKRI.NS,INFO EDGE,Communication Services,Internet Content & Information,515481686205.3334,3992.0519039808355,inf,0.0033000002,0.908,24837019648,0.09743,0,72.09,18.81,129127000
APOLLOHOSP.NS,APOLLO HOSPITALS.,Healthcare,Medical Care Facilities,505488606137.614,3515.586704192424,inf,0.0025,0.556,184175001600,0.042859998,0,81.6,54.91,143784992
INDUSINDBK.NS,INDUSIND BANK LTD,Financial Services,Banks - Regional,841469027435.8004,1081.1350439867927,inf,0.0094,1.265,261268307968,0.3436,0,96.58,115.26,778320000
ICICIGI.NS,ICICI LOMBARD GEN,Financial Services,Insurance - Diversified,641373913859.3705,1301.513021640546,inf,0.0058999998,0.521,204904005632,0.09363,0,57.6,37.18,492791008
INDUSTOWER.NS,INDUS TOWERS LIMITED,Communication Services,Telecom Services,549993632161.8076,204.1573026033667,inf,0.0,0.224,281603014656,0.19823,0,21.1,20.73,2693969920
GODREJCP.BO,GODREJ CONSUMER PRODUCTS LTD.,Consumer Defensive,Household & Personal Products,852373303179.8514,833.3561426714847,inf,0.0164,0.334,139106598912,0.1283,0,0.0,17.43,1022819968
IRCTC.NS,Indian Rail Tour Corp Ltd,Industrials,Railroads,438928321927.8176,548.660402409772,inf,0.0047999998,0.421,40804216832,0.27097,0,17.6,13.8,800000000
TATACONSUM.NS,TATA CONSUMER PRODUCT LTD,Consumer Defensive,Packaged Foods,619472567993.9894,650.1362384808488,inf,0.0077,0.493,152058494976,0.07565,0,14.94,12.3,952835008
MARICO.NS,MARICO LTD,Consumer Defensive,Household & Personal Products,567548074184.2151,439.037423056692,inf,0.0184,0.146,96150003712,0.15237,0,12.68,11.34,1292710016
MCDOWELL-N.NS,UNITED SPIRITS,Consumer Defensive,Beverages - Wineries & Distilleries,549975264242.3904,756.1346342957136,inf,0.0034,0.39,110401003520,0.11494,0,15.96,17.83,727350976
GLAND.NS,Gland Pharma Limited,Healthcare,Drug Manufacturers - General,390290862982.8395,2369.549356305557,inf,0.0,0.365,49122828288,0.1341,0,65.43,39.95,164711008
HEROMOTOCO.BO,HERO MOTOCORP LTD.,Consumer Cyclical,Auto Manufacturers,552672979565.2781,2764.4430306083277,inf,0.0247,0.825,366062206976,0.09875,0,207.49,180.57,199922000
GAIL.NS,GAIL INDIA LTD,Utilities,Utilities - Regulated Gas,582364337165.9921,88.57144594964086,inf,0.0525,0.804,1336787599360,0.06033,0,15.03,12.28,6575079936
CIPLA.BO,CIPLA LTD.,Healthcare,Drug Manufacturers - General,707045749311.5354,875.7123121964304,inf,0.006,0.368,251162804224,0.14764,0,0.0,45.89,807395008
PEL.NS,PIRAMAL ENTERPRISE,Financial Services,Financial Conglomerates,209033415794.23392,930.4268409457408,inf,0.0334,0.772,92831096832,-0.21722001,0,136.57,-87.55,224664000
BATAINDIA.NS,BATA INDIA,Consumer Cyclical,Footwear & Accessories,200694562081.99728,1561.4851400628445,inf,0.01,0.581,34593239040,0.07646,0,0.0,20.62,128528000
MUTHOOTFIN.NS,MUTHOOT FINANCE LT,Financial Services,Credit Services,440504762713.4189,1097.2514089936192,inf,0.0135,0.914,86817406976,0.47902,0,52.9,103.57,401462016
LTTS.NS,L&T TECHNOLOGY SER,Technology,Information Technology Services,330693637436.7433,3126.860479361031,inf,0.0072000003,0.48,96472997888,0.13514,0,157.59,123.05,105759000
MPHASIS.NS,MPHASIS LTD,Technology,Information Technology Services,345039304472.3728,1825.8173145676894,inf,0.0235,0.705,132785152000,0.117089994,0,105.63,81.93,188978000
UPL.NS,UPL LIMITED,Basic Materials,Agricultural Inputs,455387945034.0456,606.6921016483245,inf,0.0197,0.942,455890010112,-0.00983,0,37.77,-7.66,750608000
EICHERMOT.BO,EICHER MOTORS LTD.,Consumer Cyclical,Auto Manufacturers,733519430178.3457,2678.9748483040844,inf,0.0081,0.586,159662997504,0.24025999,0,1118.8,140.12,273806016
BERGEPAINT.BO,BERGER PAINTS INDIA LTD.,Basic Materials,Specialty Chemicals,600955084314.1194,515.4873196991832,inf,0.0053,0.334,111223898112,0.10172,0,5.39,9.74,1165799936
ICICIPRULI.BO,ICICI Prudential Life Insuranc,Financial Services,Insurance - Life,716858729446.7239,497.53870212404354,inf,0.0011,0.682,899315924992,0.009459999,0,12.99,5.89,1440809984
LODHA.NS,Macrotech Developers Ltd,Real Estate,Real Estate - Development,617249869612.2933,620.5855017903646,inf,0.0008,0.372,103161004032,0.15016,0,0.0,15.95,994625024
BAJAJHLDNG.NS,BAJAJ HLDG & INVES,Financial Services,Asset Management,517911425167.77716,4653.543094576322,inf,0.016,0.613,17134600192,4.24125,0,0.0,653.35,111294000
ICICIGI.BO,ICICI Lombard General Insuranc,Financial Services,Insurance - Diversified,645646338513.0216,1310.1828727220234,inf,0.0058999998,0.521,204904005632,0.09363,0,24.62,37.19,492791008
IDBI.NS,IDBI BANK LTD,Financial Services,Banks - Regional,476012293713.2607,44.27032817914648,inf,0.0109,0.979,142776483840,0.37401,0,4.9,4.96,10752400384
TORNTPHARM.NS,TORRENT PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,481828050330.07904,1423.6524744620215,inf,0.0112,0.294,104741502976,0.14265999,0,0.0,44.07,338444992
INDIGO.BO,InterGlobe Aviation Limited,Industrials,Airlines,718765255674.5543,1862.187426717658,inf,0.0,0.57,652396789760,0.11031,0,0.0,186.55,385979008
GODREJPROP.NS,GODREJ PROPERTIES,Real Estate,Real Estate - Development,381159692061.66284,1370.87588891088,inf,0.0,0.887,32558000128,0.20459999,0,24.55,23.91,278040992
HDFCAMC.NS,HDFC ASSET MANAGEM,Financial Services,Asset Management,520692213216.84863,2439.0221900322676,inf,0.0127,0.66,31633899520,0.61412,0,100.56,90.88,213484000
TTML.NS,TATA TELESERVICES,Communication Services,Telecom Services,111233752967.22995,56.89909625207722,inf,0.0,0.794,11916499968,-1.03087,0,0.0,-6.28,1954930048
GRASIM.BO,GRASIM INDUSTRIES LTD.,Basic Materials,Building Materials,884557638965.0056,1347.675532868034,inf,0.0042,0.544,1267134889984,0.04438,0,41.74,85.25,656358016
TATASTEEL.BO,TATA STEEL LTD.,Basic Materials,Steel,1097820949730.0364,87.94175887498699,inf,0.0215,1.326,2334449991680,-0.01432,0,81.31,-2.75,12483500032
BEL.NS,BHARAT ELECTRONICS,Industrials,Aerospace & Defense,542823096504.7816,74.25984077237571,inf,0.011,0.369,181832794112,0.19629999,0,5.76,4.9,7309779968
PGHH.NS,PROCTER&GAMBLE IND,Consumer Defensive,Household & Personal Products,417517897641.4894,12862.25798092738,inf,0.0124,0.188,40073998336,0.18861,0,271.07,232.93,32460700
